,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special,year
3885,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",1st Ukrainian Front,"Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]","Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]",L,V,2500000,,,,,,1945
3886,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Ivan Konev,"Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]","Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]",L,V,2500000,,,,,,1945
3887,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Army Group Vistula,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3888,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Gotthard Heinrici,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3889,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Kurt von Tippelskirch,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3890,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Army Group Centre,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3891,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Ferdinand Schörner,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3892,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Hellmuth Reymann,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3893,Battle_of_Berlin,16 April – 2 May 1945,"Berlin, Germany
52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Decisive Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May. German forces still fighting the battle outside Berlin capitulated on 8/9 May (following the unconditional surrender of all German forces—see End of World War II in Europe)",Helmuth Weidling,"Total strength:

2,500,000 soldiers (155,900 – c.200,000 Polish People's Army)[1][2]


6,250 tanks and SP guns[2]
7,500 aircraft[2]
41,600 artillery pieces.[3][4]
For the investment and assault on the Berlin Defence Area: about 1,500,000 soldiers[5]","Total strength:
36 divisions[6]
766,750 soldiers[7]
1,519 AFVs[8]
2,224 aircraft[9]
9,303 artillery pieces[7][c]
In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force, Hitler Youth, and 40,000 Volkssturm[5][d]",R,D,766750,,,,,,1945
3894,Battle_of_Bernetz_Brook,"July 6–8, 1758","Fort Carillon, present-day Ticonderoga, New York
43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750Coordinates: 43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750",Decisive French victory[1],"James Abercrombie (British Army officer, born 1706)","3,600 regulars, militia, and Indians","6,000 regulars
12,000 provincial troops, rangers, and Indians[2]",R,D,6000,,,,,,1758
3895,Battle_of_Bernetz_Brook,"July 6–8, 1758","Fort Carillon, present-day Ticonderoga, New York
43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750Coordinates: 43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750",Decisive French victory[1],"George Howe, 3rd Viscount Howe","3,600 regulars, militia, and Indians","6,000 regulars
12,000 provincial troops, rangers, and Indians[2]",R,D,6000,,,,,,1758
3896,Battle_of_Bernetz_Brook,"July 6–8, 1758","Fort Carillon, present-day Ticonderoga, New York
43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750Coordinates: 43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750",Decisive French victory[1],Louis-Joseph de Montcalm,"6,000 regulars
12,000 provincial troops, rangers, and Indians[2]","3,600 regulars, militia, and Indians",L,V,3600,,,,,,1758
3897,Battle_of_Bernetz_Brook,"July 6–8, 1758","Fort Carillon, present-day Ticonderoga, New York
43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750Coordinates: 43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750",Decisive French victory[1],François Gaston de Lévis,"6,000 regulars
12,000 provincial troops, rangers, and Indians[2]","3,600 regulars, militia, and Indians",L,V,3600,,,,,,1758
3898,Battle_of_Bessang_Pass,1–15 June 1945,"Ilocos Sur, Luzon, Philippines",Allied victory,Walter Krueger,"73rd and 76th Infantry, Japanese 14th Area Army
~ 2,250 Japanese troops","United States Army Forces in the Philippines - Northern Luzon ~ 9,000 Filipino troops
Philippine Commonwealth Army
Philippine Constabulary ~ 12,500 Filipino troops",L,V,21500,,,,,,1945
3899,Battle_of_Bessang_Pass,1–15 June 1945,"Ilocos Sur, Luzon, Philippines",Allied victory,Innis P. Swift,"73rd and 76th Infantry, Japanese 14th Area Army
~ 2,250 Japanese troops","United States Army Forces in the Philippines - Northern Luzon ~ 9,000 Filipino troops
Philippine Commonwealth Army
Philippine Constabulary ~ 12,500 Filipino troops",L,V,21500,,,,,,1945
3900,Battle_of_Bessang_Pass,1–15 June 1945,"Ilocos Sur, Luzon, Philippines",Allied victory,Russell W. Volckmann,"73rd and 76th Infantry, Japanese 14th Area Army
~ 2,250 Japanese troops","United States Army Forces in the Philippines - Northern Luzon ~ 9,000 Filipino troops
Philippine Commonwealth Army
Philippine Constabulary ~ 12,500 Filipino troops",L,V,21500,,,,,,1945
3901,Battle_of_Bessang_Pass,1–15 June 1945,"Ilocos Sur, Luzon, Philippines",Allied victory,Tomoyuki Yamashita,"United States Army Forces in the Philippines - Northern Luzon ~ 9,000 Filipino troops
Philippine Commonwealth Army
Philippine Constabulary ~ 12,500 Filipino troops","73rd and 76th Infantry, Japanese 14th Area Army
~ 2,250 Japanese troops",R,D,2250,,,,,,1945
3902,Battle_of_Bezzecca,21 July 1866,"Bezzecca, Trentino, northern Italy",Italian victory,Giuseppe Garibaldi,"13,000","15,000",L,V,15000,,,,,,1866
3903,Battle_of_BiaÅ‚oÅ‚Ä™ka,,,,,,,L,V,13000,,22,,,,
3905,Battle_of_BiaÅ‚oÅ‚Ä™ka,,,,,,,R,D,11000,,56,,,,
3907,Battle_of_BiaÅ‚ystok-Minsk,,,,,,,L,V,750000,,,,,,
3909,Battle_of_BiaÅ‚ystok-Minsk,,,,,,,R,D,675000,,,,,,
3911,Battle_of_Big_Bethel,"June 10, 1861 (1861-06-10)","Tabb and Hampton, Virginia",Confederate victory,Benjamin Butler,"1,400","3,500",L,D,3500,,,,,,1861
3912,Battle_of_Big_Bethel,"June 10, 1861 (1861-06-10)","Tabb and Hampton, Virginia",Confederate victory,Ebenezer W. Peirce,"1,400","3,500",L,D,3500,,,,,,1861
3913,Battle_of_Big_Bethel,"June 10, 1861 (1861-06-10)","Tabb and Hampton, Virginia",Confederate victory,John B. Magruder,"3,500","1,400",R,V,1400,,,,,,1861
3914,Battle_of_Big_Bethel,"June 10, 1861 (1861-06-10)","Tabb and Hampton, Virginia",Confederate victory,Daniel Harvey Hill,"3,500","1,400",R,V,1400,,,,,,1861
3915,Battle_of_Big_Black_River_Bridge,"May 17, 1863 (1863-05-17)","Hinds County, Mississippi",Union victory,John S. Bowen,,"5,000[1]",R,D,5000,,,,,,1863
3916,Battle_of_Big_Black_River_Bridge,"May 17, 1863 (1863-05-17)","Hinds County, Mississippi",Union victory,John C. Vaughn,,"5,000[1]",R,D,5000,,,,,,1863
3917,Battle_of_Big_Black_River_Bridge,"May 17, 1863 (1863-05-17)","Hinds County, Mississippi",Union victory,John Alexander McClernand,"5,000[1]",,L,V,1,,,,,,1863
3918,Battle_of_Big_Mound,"July 24, 1863","Dakota Territory
Present-day Kidder County, North Dakota",U.S. victory,Henry Hastings Sibley,"1,000-1,500","2,056 soldiers
60 mixed-blood and Sioux scouts",L,V,2056,,,,,,1863
3919,Battle_of_Big_Mound,"July 24, 1863","Dakota Territory
Present-day Kidder County, North Dakota",U.S. victory,Inkpaduta,"2,056 soldiers
60 mixed-blood and Sioux scouts","1,000-1,500",R,D,1250,,,,,,1863
3920,Battle_of_Big_Sandy_Creek,"May 29–30, 1814","Ellisburg, New York",American victory,Melancthon Taylor Woolsey,153 marines and sailors,"250 regulars
125 Indians",R,V,375,,,,,,1814
3921,Battle_of_Binakayan-Dalahican,"November 9–11, 1896","Northern Cavite province, Spanish East Indies (now Philippines)
Major fighting: Noveleta, and Cavite el Viejo towns, plus the city of Cavite
Minor fighting or skirmishes: Imus and Bacoor towns",Decisive Filipino victory,Emilio Aguinaldo,"16,000-20,000[note 1]
At Binakayan
12,000-15,000

5,000-5,200 Spanish Troops
1,600-1,612 Spanish Marines[4]
2 companies from 73rd Regiment
1 company of artillery
60 military engineers
2 naval warships
4 gunboats[5]
10,000+ native mercenaries and loyalists


At Dalahican
3,000-5,000

1,500[4]-3,500[6] from the 4th Battalion of Cazadores
4 large guns
3 bronze mortars
Several contingents from 73rd Native Regiment[6]","112,000[2][note 1]

35,000 regulars[3]
60,000+ irregulars, militia and voluntary civilians",L,V,112000,,,,,,1896
3922,Battle_of_Binakayan-Dalahican,"November 9–11, 1896","Northern Cavite province, Spanish East Indies (now Philippines)
Major fighting: Noveleta, and Cavite el Viejo towns, plus the city of Cavite
Minor fighting or skirmishes: Imus and Bacoor towns",Decisive Filipino victory,Santiago Álvarez (general),"16,000-20,000[note 1]
At Binakayan
12,000-15,000

5,000-5,200 Spanish Troops
1,600-1,612 Spanish Marines[4]
2 companies from 73rd Regiment
1 company of artillery
60 military engineers
2 naval warships
4 gunboats[5]
10,000+ native mercenaries and loyalists


At Dalahican
3,000-5,000

1,500[4]-3,500[6] from the 4th Battalion of Cazadores
4 large guns
3 bronze mortars
Several contingents from 73rd Native Regiment[6]","112,000[2][note 1]

35,000 regulars[3]
60,000+ irregulars, militia and voluntary civilians",L,V,112000,,,,,,1896
3923,Battle_of_Binakayan-Dalahican,"November 9–11, 1896","Northern Cavite province, Spanish East Indies (now Philippines)
Major fighting: Noveleta, and Cavite el Viejo towns, plus the city of Cavite
Minor fighting or skirmishes: Imus and Bacoor towns",Decisive Filipino victory,Baldomero Aguinaldo,"16,000-20,000[note 1]
At Binakayan
12,000-15,000

5,000-5,200 Spanish Troops
1,600-1,612 Spanish Marines[4]
2 companies from 73rd Regiment
1 company of artillery
60 military engineers
2 naval warships
4 gunboats[5]
10,000+ native mercenaries and loyalists


At Dalahican
3,000-5,000

1,500[4]-3,500[6] from the 4th Battalion of Cazadores
4 large guns
3 bronze mortars
Several contingents from 73rd Native Regiment[6]","112,000[2][note 1]

35,000 regulars[3]
60,000+ irregulars, militia and voluntary civilians",L,V,112000,,,,,,1896
